id,slug,naziv,kratki_naziv,vrsta,titular,oib,biskupija,zajednica,religija,konfesija,adresa,mjesto,zupanija,lat,lng,izvor_koordinata,evidencijski_broj,status,duplikat_od,datum_upisa,sluzba,telefon,email,web,google_karta,broj_gradjevina,zupna_crkva,zupna_crkva_slug,izvori
1750,sv-nikole-b-policnik-701853,ŽUPA SV. NIKOLE B. POLIČNIK,sv. Nikole B. Poličnik,zupa,sv. Nikola B. Poličnik,,Zadarska Nadbiskupija,,christian,roman_catholic,Poličnik,Poličnik,Zadarska,44.1781539,15.3754232,places,1.1020,AKTIVAN,,2005-01-03,Župnik,,,,https://maps.google.com/?cid=6042396078281568129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1746,sv-petra-ap-zadar-ploce-701848,ŽUPA SV. PETRA AP. ZADAR - PLOČE,sv. Petra Ap. Zadar - Ploče,zupa,sv. Petar Ap. Zadar,,Zadarska Nadbiskupija,,christian,roman_catholic,Trg Sv. Petra bb,Zadar,Zadarska,44.102078,15.281858399999997,places,1.1015,AKTIVAN,,2004-12-30,Župnik,023 341 325,,,https://maps.google.com/?cid=12296850862706433547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1518,sv-petra-i-pavla-sestrunj-702229,ŽUPA SV. PETRA I PAVLA SESTRUNJ,sv. Petra i Pavla Sestrunj,zupa,sv. Petar I Pavla Sestrunj,,Zadarska Nadbiskupija,,christian,roman_catholic,Sestrunj,Sestrunj,Zadarska,44.1503962,15.0051283,church,1.1375,AKTIVAN,,2005-03-01,Župnik,,,,https://maps.google.com/?cid=15588879663238573524&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetih Petra i Pavla,svetih-petra-i-pavla-sestrunj-w310971998,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1516,sv-petra-i-pavla-veli-iz-702227,ŽUPA SV. PETRA I PAVLA VELI IŽ,sv. Petra i Pavla Veli Iž,zupa,sv. Petar I Pavla Veli,,Zadarska Nadbiskupija,,christian,roman_catholic,Veli Iž,Veli Iž,Zadarska,44.051102,15.1082707,church,1.1373,AKTIVAN,,2005-03-01,Župnik,023 277 242,,http://www.zadarskanadbiskupija.hr/,https://maps.google.com/?cid=2330975248600887075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetih Petra i Pavla,svetih-petra-i-pavla-veli-iz-w729678539,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
609,sv-roka-bibinje-701662,ŽUPA SV. ROKA BIBINJE,sv. Roka Bibinje,zupa,sv. Rok Bibinje,,Zadarska Nadbiskupija,,christian,roman_catholic,Bibinje,Bibinje,Zadarska,44.0674824,15.2806021,church,1.860,AKTIVAN,,2004-12-06,Župnik,023 261 031,,http://zupasvrokabibinje.hr/,https://maps.google.com/?cid=5318917060008965760&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Roka,svetog-roka-bibinje-w371900702,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
567,sv-stjepana-prvomucenika-luka-701695,ŽUPA SV. STJEPANA PRVOMUČENIKA LUKA,sv. Stjepana Prvomučenika Luka,zupa,sv. Stjepan Prvomučenik Luka,,Zadarska Nadbiskupija,,christian,roman_catholic,Obala sv. Stjepana bb,Luka,Zadarska,43.9798358,15.0974752,church,1.890,AKTIVAN,,2004-12-10,Župnik,,,,https://maps.google.com/?cid=15353926277421441067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Stjepana,svetog-stjepana-luka-w322842813,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1507,sv-stosije-mc-biograd-n-m-biograd-na-moru-702159,ŽUPA SV. STOŠIJE MČ. BIOGRAD N/M,sv. Stošije Mč. Biograd N/m,zupa,sv. Stošije Mč. Biograd N/m,,Zadarska Nadbiskupija,,christian,roman_catholic,Trg Sv. Stošije 2,Biograd Na Moru,Zadarska,43.9378054,15.4412377,church,1.1305,AKTIVAN,,2005-02-14,Župnik,,,https://www.facebook.com/Sv.Stosija/,https://maps.google.com/?cid=638566714442513145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svete Stošije,svete-stosije-biograd-na-moru-w69768101,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1557,sv-stosije-mc-zadar-701958,ŽUPA SV. STOŠIJE MČ. ZADAR,sv. Stošije Mč. Zadar,zupa,sv. Stošije Mč. Zadar,,Zadarska Nadbiskupija,,christian,roman_catholic,Trg Serdara S. Jankovića b.b.,Zadar,Zadarska,44.1162029,15.2244434,church,1.1119,AKTIVAN,,2005-01-17,Župnik,023 251 708,,https://svstosijazadar.hr/,https://maps.google.com/?cid=15908655540884988971&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,katedrala svete Stošije,svete-stosije-zadar-w146453824,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1600,sv-tome-ap-dobropoljana-701800,ŽUPA SV. TOME AP. DOBROPOLJANA,sv. Tome Ap. Dobropoljana,zupa,sv. Toma Ap. Dobropoljana,,Zadarska Nadbiskupija,,christian,roman_catholic,Dobropoljana,Dobropoljana,Zadarska,43.991755100000006,15.324472400000001,places,1.967,AKTIVAN,,2004-12-20,Župnik,,,http://zupe.zadarskanadbiskupija.hr/?page_id=1988,https://maps.google.com/?cid=14390218092092113492&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1591,sv-tome-ap-tkon-701788,ŽUPA SV. TOME AP. TKON,sv. Tome Ap. Tkon,zupa,sv. Toma Ap. Tkon,,Zadarska Nadbiskupija,,christian,roman_catholic,Tkon,Tkon,Zadarska,43.9220501,15.4154851,places,1.955,AKTIVAN,,2004-12-17,Župnik,,,,https://maps.google.com/?cid=7448008277405297637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1293,sv-simuna-i-jude-tadeja-ap-bokanjac-zadar-701863,ŽUPA SV. ŠIMUNA I JUDE TADEJA AP. BOKANJAC,sv. Šimuna i Jude Tadeja Ap. Bokanjac,zupa,sv. Šimun I Jude Tadeja,,Zadarska Nadbiskupija,,christian,roman_catholic,Bokanjac,Zadar,Zadarska,44.1432162,15.2463467,church,1.1029,AKTIVAN,,2005-01-05,Župnik,,,,https://maps.google.com/?cid=8399881357230410970&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetih Šimuna i Tadeja,svetih-simuna-i-tadeja-zadar-w374961738,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
234,sv-simuna-zadar-701964,ŽUPA SV. ŠIMUNA ZADAR,sv. Šimuna Zadar,zupa,sv. Šimun Zadar,,Zadarska Nadbiskupija,,christian,roman_catholic,Trg Petra Zoranića 7,Zadar,Zadarska,44.1134336,15.228638100000001,places,1.1125,AKTIVAN,,2005-01-17,Župnik,,,https://zadar.travel/attractions/attractions/church-of-saint-simeon,https://maps.google.com/?cid=3307944207519726297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
235,uzasasca-gospodinova-pakostane-701965,ŽUPA UZAŠAŠĆA GOSPODINOVA PAKOŠTANE,Uzašašća Gospodinova Pakoštane,zupa,,,Zadarska Nadbiskupija,,christian,roman_catholic,Trg kralja Tomislava 7,Pakoštane,Zadarska,43.9071222,15.5087576,church,1.1126,AKTIVAN,,2005-01-17,Župnik,,,http://zupe.zadarskanadbiskupija.hr/?page_id=1888,https://maps.google.com/?cid=14796263785090936773&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3,crkva Uzašašća Gospodinova,uzasasca-gospodinova-pakostane-w104691454,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1754,uznesenja-bdm-dracevac-zadarski-701857,ŽUPA UZNESENJA BDM DRAČEVAC ZADARSKI,Uznesenja BDM Dračevac Zadarski,zupa,Uznesenje BDM,,Zadarska Nadbiskupija,,christian,roman_catholic,Dračevac Zadarski,Zadar,Zadarska,44.0921838,15.293271599999999,places,1.1024,AKTIVAN,,2005-01-04,Župnik,,,https://zupe.zadarskanadbiskupija.hr/?page_id=2050,https://maps.google.com/?cid=6893457472540525744&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1578,uznesenja-bdm-korlat-701782,ŽUPA UZNESENJA BDM KORLAT,Uznesenja BDM Korlat,zupa,Uznesenje BDM,,Zadarska Nadbiskupija,,christian,roman_catholic,Korlat,Korlat,Zadarska,44.0815827,15.5555166,places,1.949,AKTIVAN,,2004-12-17,Župnik,,,,https://maps.google.com/?cid=11673261152301062331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1517,uznesenja-bdm-mali-iz-702228,ŽUPA UZNESENJA BDM MALI IŽ,Uznesenja BDM Mali Iž,zupa,Uznesenje BDM,,Zadarska Nadbiskupija,,christian,roman_catholic,Mali Iž,Mali Iž,Zadarska,44.02205646035153,15.135882888080063,naselje-centroid,1.1374,AKTIVAN,,2005-03-01,Župnik,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
237,uznesenja-bdm-olib-701967,ŽUPA UZNESENJA BDM OLIB,Uznesenja BDM Olib,zupa,Uznesenje BDM,,Zadarska Nadbiskupija,,christian,roman_catholic,Olib,Olib,Zadarska,44.3762926,14.780841200000001,places,1.1128,AKTIVAN,,2005-01-17,Župnik,,,,https://maps.google.com/?cid=10177184111453435003&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1606,uznesenja-bdm-pag-701806,ŽUPA UZNESENJA BDM PAG,Uznesenja BDM Pag,zupa,Uznesenje BDM,,Zadarska Nadbiskupija,,christian,roman_catholic,Ruićeva 15,Pag,Zadarska,44.4440277,15.0547145,places,1.973,AKTIVAN,,2004-12-20,Župnik,023 611 576,,,https://maps.google.com/?cid=12690277034787051708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1731,uznesenja-bdm-perusic-benkovac-4506,ŽUPA UZNESENJA BDM PERUŠIĆ,Uznesenja BDM Perušić,zupa,Uznesenje BDM,45750484506,Zadarska Nadbiskupija,,christian,roman_catholic,Perušić Benkovački,Benkovac,Zadarska,44.011170799999995,15.633085899999998,places,1.1304,AKTIVAN,,2005-02-14,Župnik,,,,https://maps.google.com/?cid=14588720487777414262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1512,uznesenja-bdm-rava-702205,ŽUPA UZNESENJA BDM RAVA,Uznesenja BDM Rava,zupa,Uznesenje BDM,,Zadarska Nadbiskupija,,christian,roman_catholic,Rava,Rava,Zadarska,44.0232594,15.0668783,places,1.1351,AKTIVAN,,2005-02-28,Župnik,,,,https://maps.google.com/?cid=7937833503144733397&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
610,uznesenja-bdm-rodaljice-701663,ŽUPA UZNESENJA BDM RODALJICE,Uznesenja BDM Rodaljice,zupa,Uznesenje BDM,,Zadarska Nadbiskupija,,christian,roman_catholic,Rodaljice,Rodaljice,Zadarska,44.0505691,15.7722386,places,1.861,AKTIVAN,,2004-12-06,Župnik,,,,https://maps.google.com/?cid=15178012109136780379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
847,uznesenja-bdm-sali-701676,ŽUPA UZNESENJA BDM SALI,Uznesenja BDM Sali,zupa,Uznesenje BDM,,Zadarska Nadbiskupija,,christian,roman_catholic,Ul. sv. Marije bb,Sali,Zadarska,43.935190299999995,15.159201600000001,places,1.874,AKTIVAN,,2004-12-08,Župnik,,,,https://maps.google.com/?cid=2677840336826795229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1971,uznesenja-bdm-ugljan-701970,ŽUPA UZNESENJA BDM UGLJAN,Uznesenja BDM Ugljan,zupa,Uznesenje BDM,,Zadarska Nadbiskupija,,christian,roman_catholic,Put Jazine 11,Ugljan,Zadarska,44.1318701,15.102540999999999,places,1.1131,AKTIVAN,,2005-01-17,Župnik,,,,https://maps.google.com/?cid=1408472850316262921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
233,uznesenja-bdm-zadar-belafuza-701962,ŽUPA UZNESENJA BDM ZADAR-BELAFUŽA,Uznesenja BDM Zadar-belafuža,zupa,Uznesenje BDM,,Zadarska Nadbiskupija,,christian,roman_catholic,Gospe Maslinske 13,Zadar,Zadarska,44.1309865,15.2334688,places,1.1123,AKTIVAN,,2005-01-17,Župnik,,,,https://maps.google.com/?cid=9549196391316033053&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
164,uznesenja-bdm-skabrnja-702046,ŽUPA UZNESENJA BDM ŠKABRNJA,Uznesenja BDM Škabrnja,zupa,Uznesenje BDM,,Zadarska Nadbiskupija,,christian,roman_catholic,Put ražovljeve glavice 2,Škabrnja,Zadarska,44.090916199999995,15.451169099999998,places,1.1204,AKTIVAN,,2005-01-20,Župnik,023 637 703,,,https://maps.google.com/?cid=15936778519418067282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1344,veritas-glasnik-sv-antuna-padovanskoga-zagreb-5157,"""VERITAS"" - GLASNIK SV. ANTUNA PADOVANSKOGA","""veritas"" - Glasnik sv. Antuna Padovanskoga",ostalo,,23415335157,Zagrebačka Nadbiskupija,,christian,roman_catholic,Sveti Duh 33,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.2053,AKTIVAN,,2016-10-10,Glavni urednik,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
1145,akademska-crkva-sv-katarine-zagreb-7602,AKADEMSKA CRKVA SV. KATARINE,Akademska Crkva sv. Katarine,ostalo,,17888487602,Zagrebačka Nadbiskupija,,christian,roman_catholic,Pavla R. Vitezovića 2,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.1986,AKTIVAN,,2010-03-29,Rektor,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
2047,albanska-katolicka-misija-za-podrucje-zagrebacke-nadbiskupije-3661,ALBANSKA KATOLIČKA MISIJA ZA PODRUČJE ZAGREBAČKE NADBISKUPIJE,Albanska Katolička Misija za Područje Zagrebačke Nadbiskupije,ostalo,,60968413661,Zagrebačka Nadbiskupija,,christian,roman_catholic,BABONIĆEVA 12,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.2070,AKTIVAN,,2019-05-08,Voditelj misije,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
1991,srca-isusova-zagreb-4466,BAZILIKA SRCA ISUSOVA,Bazilika Srca Isusova,ostalo,,57861144466,Zagrebačka Nadbiskupija,,christian,roman_catholic,PALMOTIĆEVA 31,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.2057,AKTIVAN,,2018-01-10,Rektor,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
1107,bratstvo-isusovih-malih-sestara-zagreb-5411,BRATSTVO ISUSOVIH MALIH SESTARA,Bratstvo Isusovih Malih Sestara,ostalo,,10018265411,Zagrebačka Nadbiskupija,,christian,roman_catholic,Kraljevčanska 4,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.762,AKTIVAN,,2004-11-19,Odgovorna sestra,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
2094,braca-euharistijskog-srca-isusova-i-marijina-omnia-deo-sesvete-4163,BRAĆA EUHARISTIJSKOG SRCA ISUSOVA I MARIJINA - OMNIA DEO,Braća Euharistijskog Srca Isusova i Marijina - Omnia Deo,ostalo,,58987324163,Zagrebačka Nadbiskupija,,christian,roman_catholic,Voćinska ulica 1,Sesvete,,,,,1.2069,AKTIVAN,,2019-04-09,Vrhovni poglavar,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
1835,caritas-zagrebacke-nadbiskupije-7145,CARITAS ZAGREBAČKE NADBISKUPIJE,Caritas Zagrebačke Nadbiskupije,caritas,,58633897145,Zagrebačka Nadbiskupija,,christian,roman_catholic,Babonićeva 121,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.379,AKTIVAN,,2004-07-19,Predsjednik ili ravnatelj Caritasa,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
1836,centar-pomirenja-misionara-krvi-kristove-prozorje-0072,CENTAR POMIRENJA MISIONARA KRVI KRISTOVE,Centar Pomirenja Misionara Krvi Kristove,ostalo,,65704050072,Zagrebačka Nadbiskupija,,christian,roman_catholic,PROZORSKA ULICA 167,Prozorje,Zagrebačka,45.82952788143168,16.236960487726645,naselje-centroid,1.2089,AKTIVAN,,2021-05-10,POGLAVAR CENTRA,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
1143,corpus-domini-zagreb-4808,"CRKVA ""CORPUS DOMINI""","Crkva ""corpus Domini""",ostalo,,23313564808,Zagrebačka Nadbiskupija,,christian,roman_catholic,Mošćenička 3,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.1984,AKTIVAN,,2010-03-29,Rektor,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
1813,ranjenog-isusa-zagreb-6902,CRKVA RANJENOG ISUSA,Crkva Ranjenog Isusa,ostalo,,95569686902,Zagrebačka Nadbiskupija,,christian,roman_catholic,Petrićeva 1/IV,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.2054,AKTIVAN,,2016-12-01,Rektor,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
1142,sv-martina-biskupa-zagreb-0370,CRKVA SV. MARTINA BISKUPA,Crkva sv. Martina Biskupa,ostalo,,88444110370,Zagrebačka Nadbiskupija,,christian,roman_catholic,Vlaška 36,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.1983,AKTIVAN,,2010-03-29,Rektor,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
359,djelo-marijino-pokret-fokolara-krizevci-5568,DJELO MARIJINO - POKRET FOKOLARA,Djelo Marijino - Pokret Fokolara,ostalo,,36004445568,Zagrebačka Nadbiskupija,,christian,roman_catholic,Kosovec 65,Križevci,,,,,1.798,PRESTANAK,,2004-11-24,Voditelj zone,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
360,djelo-marijino-pokret-fokolara-zagreb-701596,DJELO MARIJINO - POKRET FOKOLARA,Djelo Marijino - Pokret Fokolara,ostalo,,,Zagrebačka Nadbiskupija,,christian,roman_catholic,Stara Knežija 7,Zagreb,,,,,1.799,PRESTANAK,,2004-11-24,Voditelj zone,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
362,djelo-marijino-pokret-fokolara-zagreb-701598,DJELO MARIJINO - POKRET FOKOLARA,Djelo Marijino - Pokret Fokolara,ostalo,,,Zagrebačka Nadbiskupija,,christian,roman_catholic,Hreljička 72,Zagreb,,,,,1.801,PRESTANAK,,2004-11-24,Voditelj zone,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
2114,djelo-marijino-pokret-fokolara-zagreb-4528,DJELO MARIJINO - POKRET FOKOLARA,Djelo Marijino - Pokret Fokolara,ostalo,,38791164528,Zagrebačka Nadbiskupija,,christian,roman_catholic,Stara Knežija 7,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.796,AKTIVAN,,2004-11-24,Voditelj zone,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
656,dom-duhovnih-vjezbi-zagreb-9700,DOM DUHOVNIH VJEŽBI,Dom Duhovnih Vježbi,ostalo,,85212299700,Zagrebačka Nadbiskupija,,christian,roman_catholic,Fratrovac 38,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.1830,AKTIVAN,,2006-02-03,Superior,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
1109,dominikanski-samostan-bl-augustina-kazotica-zagreb-6238,DOMINIKANSKI SAMOSTAN BL. AUGUSTINA KAŽOTIĆA,Dominikanski Samostan bl. Augustina Kažotića,samostan,,40850866238,Zagrebačka Nadbiskupija,,christian,roman_catholic,Ivanićgradska 71,Zagreb,Grad Zagreb,45.8044891,16.0209293,places,1.1902,AKTIVAN,,2007-11-27,Starješina ili zamjenik starješine,01 2362 610,,http://www.kazotic.org/,https://maps.google.com/?cid=6709262433713103815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1111,dominikanski-samostan-kraljice-sv-krunice-zagreb-1516,DOMINIKANSKI SAMOSTAN KRALJICE SV. KRUNICE,Dominikanski Samostan Kraljice sv. Krunice,samostan,,30710451516,Zagrebačka Nadbiskupija,,christian,roman_catholic,Kontakova 1,Zagreb,Grad Zagreb,45.8154153,16.0215466,places,1.1904,AKTIVAN,,2007-11-27,Prior ili subprior,,,,https://maps.google.com/?cid=9223392933549948954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1114,druzba-sluzavke-kristove-samostan-bezgresnog-srca-marijina-sesvete-1332,"DRUŽBA ""SLUŽAVKE KRISTOVE"" - SAMOSTAN BEZGREŠNOG SRCA MARIJINA","Družba ""služavke Kristove"" - Samostan Bezgrešnog Srca Marijina",samostan,,21924401332,Zagrebačka Nadbiskupija,,christian,roman_catholic,Zagrebačka 114,Sesvete,Vukovarsko-srijemska,45.2889321,18.7730511,places,1.447,AKTIVAN,,2004-09-10,Kućna predstojnica,032 357 451,,https://www.facebook.com/Sestre-franjevke-misionarke-iz-Asiza-895046177259249/,https://maps.google.com/?cid=7469882229859274258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1018,druzba-bozje-rijeci-zagreb-8802,DRUŽBA BOŽJE RIJEČI,Družba Božje Riječi,provincija,,56031368802,Zagrebačka Nadbiskupija,,christian,roman_catholic,Zatišje 11,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.2013,AKTIVAN,,2011-09-08,Predstojnik kuće,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
1556,druzba-kceri-bozje-ljubavi-provincija-bozje-providnosti-zagreb-5112,DRUŽBA KĆERI BOŽJE LJUBAVI - PROVINCIJA BOŽJE PROVIDNOSTI,Družba Kćeri Božje Ljubavi - Provincija Božje Providnosti,provincija,,24313525112,Zagrebačka Nadbiskupija,,christian,roman_catholic,Nova ves 16,Zagreb,Grad Zagreb,45.83187302388278,15.977892800834798,naselje-centroid,1.1118,AKTIVAN,,2005-01-17,Provincijalna glavarica,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
1555,druzba-kceri-bozje-ljubavi-provincija-bozje-providnosti-samostan-gospe-lurdske-zagreb-6175,DRUŽBA KĆERI BOŽJE LJUBAVI - PROVINCIJA BOŽJE PROVIDNOSTI - SAMOSTAN GOSPE LURDSKE,Družba Kćeri Božje Ljubavi - Provincija Božje Providnosti - Samostan Gospe Lurdske,samostan,,75431346175,Zagrebačka Nadbiskupija,,christian,roman_catholic,Nova ves 16,Zagreb,Grad Zagreb,45.8111349,15.9990935,places,1.1117,AKTIVAN,,2005-01-17,Kućna poglavarica,01 4660 555,,http://www.gospa-lurdska.hr/,https://maps.google.com/?cid=9867215446785115926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
2087,druzba-kceri-bozje-ljubavi-provincija-bozje-providnosti-samostan-presvetog-srca-isusova-zapresic-4723,DRUŽBA KĆERI BOŽJE LJUBAVI - PROVINCIJA BOŽJE PROVIDNOSTI - SAMOSTAN PRESVETOG SRCA ISUSOVA,Družba Kćeri Božje Ljubavi - Provincija Božje Providnosti - Samostan Presvetog Srca Isusova,samostan,,27826214723,Zagrebačka Nadbiskupija,,christian,roman_catholic,Ulica Drage Kodrmana 11,Zaprešić,Zagrebačka,45.860289334341914,15.805290698545173,naselje-centroid,1.2111,AKTIVAN,,2024-10-04,predstojnica zajednice,,,,,0,,,"[""datagovhr:katolicke-pravne-osobe""]"
